PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,Digit
-0.021179371647678007,1.5062180637100795,-4.028060063785141,-2.83706371835979,1.1215055415747606,1.0487191016614406,0.1508929293576715,0.2361657857095387,1.144235149806463,0.21606154746332706,-0.33964842290926534,0.07076398138946567,-0.017673096918009525,-0.2675030666052637,-0.041418599321138665,0.7093995015079456,-0.010280734840864409,0.24610827491566725,0.2898988994865592,1.1862442385964866,0.3357297839785138,0.7811776370533944,-0.5513896922403719,-1.119734899850006,-0.17414661799801004,0.37610946115487337,-0.6113681340616957,-0.895166872148272,0.5055474100168068,-0.39504714411560493,0.3956433930056691,0.14091959090843048,0.18554464294185755,-0.06774950265436964,-0.8069402901616466,-0.2171019621153991,0.3510080899472488,0.7740643914680455,0.3928992119416147,-0.44769422725050934,0.4592640174201914,0
0.4363181200374551,3.0019714058772244,-6.068029004318082,-2.9077162273514374,1.4390003519092611,0.4470281154405256,0.7989561867401073,1.76212676023332,1.6964410059812225,-0.28705209297076917,0.4917384303719744,-1.2258981141840692,0.34856647675222696,0.27541818324392126,-0.4497710510671718,0.30931592498724536,0.9744815151130869,0.20878406730971275,-0.5687517605575678,2.2160369485624063,1.075148330826232,-0.21602649007775238,0.17107143630774482,0.9379733937131809,0.6133557370645801,1.2790642641534105,0.6320525362179005,-0.2830173042941896,0.47806245603867753,-0.9189143436029665,0.6406883014744178,-0.14723241471080462,-0.358877142505482,-0.46772064524343193,-0.044175190127113184,0.26373096268593654,-0.19407417739174268,-0.2777753576230649,0.013282393999729053,-0.29251721498938565,0.6559697334090914,0
-1.3630083362432057,-3.160016354284842,0.7432257434655063,-1.3957249604542221,0.31456279192083986,-0.9687127197551493,-3.625171415885936,2.136620776469254,0.7318157352195667,0.2925758721017113,1.578284099851871,-0.15228948197775838,-0.1069183076725294,-0.6340937080296741,0.5551177919093274,0.7346402591927669,0.33206869248292753,-0.13880566418026657,-0.11306343381934808,0.6452950348039521,0.31134167845739497,-0.38868597244611586,0.13690819582022806,-0.6816600274045586,0.050004052181602435,-0.16329826427990632,-0.5397217352043221,-0.019395202354778523,-0.1497389980326465,0.6231636925885884,0.15817841254684822,0.6306259847987105,0.9686885018794298,0.5357098479656034,0.539322115515804,0.4267172442412945,0.47056498642198197,0.4655177773371659,-0.00037421864076334007,0.21560768177692674,-0.42022708220659427,7
-4.499441667495723,-0.9495553865062102,-0.4338651962684327,1.72005819951517,-0.5171723358252177,2.701682484072297,1.7211421222453165,-0.4170251860944751,1.9238724795372484,1.0287728475788918,-0.7975948145206379,0.060814815964431855,0.2965270594897935,2.1192561899867792,0.0071299672427857915,-0.2927277968787797,-0.6935155594751086,-0.7322128819586388,0.029238051192996935,-0.8224790497365788,-0.17253160772875595,0.13707676972486846,0.49126755387505233,0.6935874016893321,-0.20738736255090165,-0.5416008645446891,0.34764733997517666,0.5434989533999555,-0.4969518772166385,0.9365509892873735,-0.21860694631137817,0.6289444226741139,0.1806732204713929,-1.165368785236867,-0.20711364157193732,-1.2872658432961817,-0.1621933780620562,-0.4751564123143889,-0.9860189375025515,0.2027507606087351,1.2757219130546438,4
1.1990842161061785,3.2647524641164,-1.7062627995322264,-1.1303404117710787,-1.2623449188318112,0.22520275463540634,-1.3683616920078037,-2.4254122913134517,-0.3606411011313012,-0.03984574872502963,0.8989825450009223,-0.2762378931072711,-0.28364755411868087,0.36204364039794296,0.731722177674451,-1.1332415262887408,-1.3402557877113948,-0.6056075225180222,0.6848488100325881,0.44322093512111294,0.29660743809716744,-0.24886178911901297,-0.674864682786906,-0.048413944358101216,-0.1689621527165067,-0.43049236327280277,-0.23131602819595865,-0.14883279328359417,0.8141847603288247,-0.11745544345720683,1.0137832191757978,0.21904288051352813,-0.1446437434222108,-0.021663447639907477,-0.880659843726508,-0.44344728090241053,-0.3141350204910291,-0.13839665985364769,-0.4340929600018581,-0.13132096190950357,0.14211223809520904,6
3.630865865378242,0.325570848847389,1.018344213171291,1.151864061904298,-3.4175048677998863,-0.5581939027776739,3.1586585934325644,2.8960433104989014,2.3284335127753426,2.2892475678329376,-0.8802747284125767,0.683866126582177,-1.7464287061031338,0.36686627854893483,0.5600729042021658,-0.11310459728915631,0.36418980438392506,2.0609779387943092,-0.3785088837954951,0.7613355301700827,1.532705835966623,-1.5104842042580158,0.2786934063247111,-1.2158046602435453,-0.20138054103615322,-0.5778640179464107,-1.0717179064578166,-0.2553051528105661,-0.6225299218503446,-0.3647100990885619,-0.9633473185157173,-0.1685795950804353,0.21371067192733811,1.0555788911598758,-0.6997003018160554,0.752089941042567,-0.5016307946735481,-0.4881950367534042,0.18512655988500662,0.11108973295917522,-0.02134261191240773,2
-2.4957158796438916,-0.872431555955484,-1.389845900323391,0.6409026931215398,-0.5874428171185913,1.7716884479667467,1.439860817213585,0.7106042764092712,0.506554195638948,-0.28883289609487317,-0.5202440461013906,1.54994083954155,0.15986621062950246,-0.2571727995752635,0.6067448450341073,-0.9868653833371877,-1.9203752186958938,-1.4794043145706486,1.0012159617134637,-0.20897014007185494,-0.19582212784280156,-0.15761624747093067,-0.5436111478022032,0.46623874070990656,-0.23312215813502118,-0.6351925902507459,-0.48075218790395585,-0.3377310353603765,0.3267492289843173,-0.49479124910833905,0.433726331255574,-0.2801375542705293,-0.20248058152457926,0.5281956862328756,0.17402604456345316,0.917279148523485,0.4281633463652928,0.6492655645825349,-0.6493237539357082,-0.46308091617717995,-0.18685762309332218,5
0.07034033404157752,-0.7878825173896729,-1.0913814131779118,0.5236606885112238,-0.018956460293517687,2.6239595515042287,1.760330943983671,-0.5624697104070565,0.012929380940038945,-0.06145356405117163,-0.17360465222864166,1.4590450142180211,-0.3749636147359105,-0.46488613382054056,0.5337833826798873,-0.9296603986275054,-1.0270317488690393,-0.8721308422901031,0.8471926010737227,0.8193967386731417,-0.7911411303302309,-0.21756968240415808,-1.0424674143422807,0.11118590797380723,0.05306380273362114,-0.16587145812177292,-0.22462952740265207,0.18798125969378132,-0.7212020188368569,0.006690703546295234,0.2648685102781594,-0.24174825695440252,-0.36654906175646934,0.23943812086832303,0.15461234705569776,-0.5932477692931774,-0.2906107540958614,0.3082422655631894,-0.2897185433959555,0.887863451929102,0.4981633673976332,5
-2.4144699152179974,0.8205588486710617,-2.9008248870079196,-2.821457269349947,1.6656015026584423,0.3725486378545231,1.1424823507662474,0.7333450289225465,0.47821572115788896,-0.33739978689403405,-2.3640031539607316,2.3891039420857254,0.4218598362943568,0.07714372865394682,-0.4708188042599522,-0.4206762375392605,-0.5328791218451481,0.49528193142169774,0.22953602639670012,0.30461121612322145,-0.5794296802018282,-1.0523848912644163,-0.0049394233626668315,-0.08351472723045335,0.5737785102161368,1.4927743182023512,0.5321564566823664,1.8774237181923787,-0.6671586446250831,0.08049142773279591,-0.4674318616035142,1.622450786109511,-0.12306552160061275,-1.1175090889382415,-0.16296694173417262,-0.2734760069924364,-0.4511139282758007,0.8949125465936075,-0.17916505690870707,0.9943346797619309,-0.6181046918281126,0
1.8489083323222237,1.6023589647960494,-0.858872304652191,0.001126035709351739,-0.3597566107881072,1.982501917507391,-0.7963181974996533,-0.9718945014319476,-0.7212464641830145,-0.028833328437635194,2.140722444917177,-0.06749666085787565,0.6701895549554695,1.6513158938126697,-0.6532038096759922,0.14454747349465732,1.2075530469069988,-0.8592302425520324,-0.28598077198642763,1.233471363985147,-0.3696631606266367,-1.029840980450892,0.3710959974767648,0.1536779525181877,0.3504490584780809,0.4814293892634759,-0.5037809777799321,-0.4652687257727867,-0.0814035183070269,0.21511180685012482,1.9010950479568995,0.4710381983218706,-0.6575453630349337,-0.9179316193395417,-0.2511692991453246,0.19800546214134415,-0.8856579206225585,0.9396296534183403,-0.13960061196926474,0.09172268505997191,0.05860926488708766,8
